tahun;kecamatan ;desa ;tgl kejadian;jenis bencana;jumlah kejadian;korban jiwa;ruksak berat;ruksak sedang;rusak rigan
2020;Sukawening;Sukamukti;27/01/2020;Tanah Longsor;1;3;;;1
2020;Sukaresmi;Padamukti;27/01/2020;Tanah Longsor;1;;;;
2020;Pamulihan;Pakenjeng;27/01/2020;Tanah Longsor;1;;;;
2020;Banjarwangi;Talagajaya;28/01/2020;Tanah Longsor;1;;;;
2020;Pamulihan;Linggarjati;28/01/2020;Pergerakan Tanah;1;;;;
2020;Cikajang;Cibodas;28/01/2020;Kebakaran Pasar;1;;;;
2020;Bayongbong;Mulyasari;29/01/2020;Angin Puting Beliung;1;;;;2
2020;Cibatu;Sukalilah;29/01/2020;Tanah Longsor;1;;;;
2020;Cigedug;Cintanagara;29/01/2020;Tanah Longsor;1;;;;
2020;Cibatu;Mekarsari;29/01/2020;Banjir;1;;;;
2020;Pamulihan;Garumukti;29/01/2020;Tanah Longsor;1;;;;
2020;Malangbong ;Citeras;29/01/2020;Tanah Longsor;1;;;1;
2020;Garut Kota;Kota Kulon;30/01/2020;Banjir;1;;;;
2020;Cigedug;Barusuda;30/01/2020;Tanah Longsor;1;;;;
2020;Tarogong Kidul;Sukagalih;18/02/2020;Banjir;1;;;;
2020;Cisompet;Neglasari;04/02/2020;Tanah Longsor;1;;;;
2020;Malangbong;Cikarag;05/02/2020;Tanah Longsor;1;1;;1;
2020;Pakenjeng;Pamulihan;07/02/2020;Tanah Longsor;1;;;;
2020;Ciundian;Singajaya;09/02/2020;Tanah Longsor;1;;;1;
2020;Leles;Margaluyu;09/02/2020;Tanah Longsor;1;;;;1
2020;Cilawu;Pasanggarahan;11/02/2020;Tanah Longsor;1;;;;
2020;Tarogong Kaler;Tanjung Kamuning;13/02/2020;Banjir;1;1;;1;
2020;Peundeuy;Saribakti;13/02/2020;Tanah Longsor;1;;;;
2020;Cisewu;Sukajaya;16/02/2020;Tanah Longsor;1;;;;
2020;Cisewu;Nyalindung;16/02/2020;Tanah Longsor;1;;;;
2020;Talegong;Sukamulya;16/02/2020;Tanah Longsor;1;;;;
2020;Talegong;Mekarmulya;16/02/2020;Tanah Longsor;1;;;;
2020;Talegong;Sukamaju;16/02/2020;Tanah Longsor;1;74;1;;
2020;Pamulihan;Girimukti;16/02/2020;Tanah Longsor;1;;;;
2020;Bungbulang;Mekarbakti;16/02/2020;Pergerakan Tanah;1;66;;;
2020;Pangatikan;Sukahurip;16/02/2020;Tanah Longsor;1;;;;
2020;Tarogong Kidul;Sukagalih;18/02/2020;Banjir;1;;;;
2020;Leles;Sukarame;18/02/2020;Banjir;1;;;;
2020;Tarogong Kaler;Sirnajaya;18/02/2020;Tanah Longsor;1;;;;
2020;Banyuresmi;Sukakarya;18/02/2020;Banjir;1;;;;
2020;Cilawu;Karyamekar;19/02/2020;Pergerakan Tanah;1;;;;7
2020;Pamulihan;Pananjung;19/02/2020;Pergerakan Tanah;1;;3;;2
2020;Pamulihan;Pananjung;19/02/2020;Tanah Longsor;1;;;;
2020;Cibalong;Mekarwangi;20/02/2020;Tanah Longsor;1;1;1;;
2020;Cijolang;Limbangan;21/02/2020;Tanah Longsor;1;;;;
2020;Karangpawitan;Karangpawitan;22/02/2020;Angin Puting Beliung;1;;;;54
2020;;Situsaeur;22/02/2020;Angin Puting Beliung;;;;;5
2020;;Situjaya;22/02/2020;Angin Puting Beliung;;;;;4
2020;Cisurupan;Kamaramatwangi;23/02/2020;Banjir;1;4;1;;
2020;Karangpawitan;Karangpawitan;23/02/2020;Tanah Longsor;1;;;;
2020;Cibalong;Karyamukti;25/02/2020;Banjir;1;4;;;
2020;Cisompet;Panyindangan;25/02/2020;Tanah Longsor;1;;;;
2020;Cibalong;Cigaronggong;25/02/2020;Tanah Longsor;1;;;;
2020;Pakenjeng;Sukamulya;25/02/2020;Tanah Longsor;1;;;;
2020;Cisompet;Sukanagara;25/02/2020;Tanah Longsor;1;;;;
2020;Cikajang;Keramatwangi;25/02/2020;Tanah Longsor;1;;;;
2020;Talegong;Mekarmukti;26/02/2020;Tanah Longsor;1;67;;;
2020;Banjarwangi;Mulyajaya;28/02/2020;Pergerakan Tanah;1;;;;
2020;Garut Kota ;Sukanegla;29/02/2020;Angin Puting Beliung;1;7;1;;
2020;Bayongbong;Karyajaya;03/02/2020;Angin Puting Beliung;1;1;1;;
2020;Talegong;Sukamulya;03/02/2020;Tanah Longsor;1;;;;
2020;Cihurip;Mekarwangi;03/02/2020;Tanah Longsor;1;;;;
2020;Pangatikan;Sukahurip;03/04/2020;Tanah Longsor;1;;;;
2020;Bungbulang;Margalaksana;03/04/2020;Angin Puting Beliung;1;8;;2;
2020;Pamulihan;Garumukti;03/04/2020;Tanah Longsor;1;;;;
2020;Pasirwangi;padamulya;03/04/2020;Tanah Longsor;1;;2;;
2020;Cibalong;Sagara;03/04/2020;Tanah Longsor;1;;;;
2020;Cisurupan;Balewangi;03/05/2020;Angin Puting Beliung;1;;;1;
2020;Karangtengah;Cinta;03/05/2020;Tanah Longsor;1;;;;
2020;Pamulihan;Pananjung;03/05/2020;Angin Puting Beliung;1;;;;
2020;Pakenjeng;Tanjungjaya;03/05/2020;Tanah Longsor;1;;;;
2020;Cikelet;Cikelet;03/05/2020;Tanah Longsor;1;;;;
2020;Singajaya;Girimukti;03/05/2020;Angin Puting Beliung;1;;1;;
2020;Sikaresmi;Mekarjaya;03/05/2020;Angin Puting Beliung;1;;;;
2020;Cilawu;Sukaharti;03/05/2020;Angin Puting Beliung;1;28;4;6;3
2020;Talegong;Sukalaksana;03/05/2020;Pergerakan Tanah;1;;1;;
2020;Pamulihan;Cisandaan;03/06/2020;Tanah Longsor;1;;;;
2020;Pamulihan;Pakenjeng;03/06/2020;Tanah Longsor;1;;;;
2020;Banyuresmi;Sukalaksana;03/06/2020;Angin Puting Beliung;1;;;1;
2020;Talegong;Sukamulya;03/07/2020;Tanah Longsor;1;;;;
2020;Talegong;Sukamulya;03/08/2020;Tanah Longsor;1;4;;1;
2020;Talegong;Sukamulya;03/11/2020;Tanah Longsor;1;;;;
2020;Pakenjeng;Neglasari;03/11/2020;Tanah Longsor;1;;;;
2020;Pakenjeng;Pasirlangu;03/11/2020;Tanah Longsor;1;;;;
2020;Pakenjeng;Tanjungjaya;03/11/2020;Tanah Longsor;1;;;;
2020;Cisurupan;Sukatani;03/11/2020;Tanah Longsor;1;9;1;;2
2020;Cisurupan;Situsari;15/03/2020;Banjir;1;;;;
2020;Sukaresmi;Sukalillah;15/03/2020;Banjir;1;;;;
2020;Kadungora;Mandalasari ;20/03/2020;Tanah Longsor;1;;;;
2020;Malangbong;Bunisari ;20/03/2020;Tanah Longsor;1;;;;
2020;Cibatu;Keresek;20/03/2020;Tanah Longsor;1;;;;
2020;KarangPawitan;Sindangpalay;27/03/2020;Banjir;1;;;;2
2020;Cisurupan ;Cidatar;27/03/2020;Tanah Longsor;1;5;;;1
2020;CIKAJANG;MEKARJAYA ;04/02/2020;Banjir;1;60;;;
2020;CIKAJANG;GIRIJAYA;04/02/2020;Banjir;;;;;
2020;BANJARWANGI;TANJUNG JAYA;04/02/2020;Banjir;1;22;;;
2020;CISURUPAN;SUKATANI;04/02/2020;Tanah Longsor;1;-;;;
2020;CIGEDUG;SINDANGSARI;04/03/2020;Banjir;1;;;;
2020;CIGEDUG;SUKAHURIP;04/03/2020;Banjir;;15;;;
2020;PASIRWANGI;PADAMUKTI;04/05/2020;Angin Puting Beliung;1;;;;
2020;SUKARESMI;PADAMUKTI;04/05/2020;Angin Puting Beliung;1;;;;1
2020;CIKAJANG;MEKARJAYA ;04/07/2020;Banjir;1;;;;
2020;BANJARWANGI;TANJUNG JAYA;04/07/2020;Banjir;1;;;;
2020;CISURUPAN;BALEWANGI;04/07/2020;Banjir;1;83;3;;
2020;TAROGONG KIDUL;HAURPANGGUNG;04/07/2020;Banjir;1;;;;
2020;BANJARWANGI;WANGUNJAYA;04/08/2020;Banjir;1;;;;
2020;BANJARWANGI;TALAGAJAYA;04/08/2020;Tanah Longsor;1;;;;
2020;BANJARWANGI;MULYAJAYA;04/08/2020;Tanah Longsor;1;22;1;;
2020;SINGAJAYA;CIUNDIAN;04/08/2020;Tanah Longsor;1;;;;
2020;CIGEDUG;CINTANAGARA;04/09/2020;Tanah Longsor;1;;;;
2020;CIGEDUG;SUKAHURIP;04/09/2020;Tanah Longsor;1;;;;
2020;BAYONGBONG;MULYASARI;04/09/2020;TPT Roboh;1;18;;;
2020;Cibalong;Simpang;06/05/2020;Tanah Longsor;1;;;;
2020;Cisompet;Cikondang;07/05/2020;Jembatan Ambruk;1;;;;
2020;Cikajang;Margamulya;11/05/2020;Banjir;1;;;;
2020;Singajaya;Pancasura;12/05/2020;Tanah Longsor;1;;;;
2020;Malangbong;Sukaratu;24/05/2020;Efek Gempa;1;;;;
2020;Tarogong Kidul;Mekargalih;27/05/2020;Banjir;1;;;;1
2020;Cihurip;Cihurip;30/05/2020;Tanah Longsor;1;;;;
2020;Cilawu;Sukamaju;31/05/2020;Tanah Longsor;1;27;;;
2020;Tarogong Kidul;Tarogong;25/05/2020;TPT Roboh;1;;;;
2020;Samarang;Cintarasa;03/06/2020;Angin PB;1;20;;;4
2020;Banjarwangi;Padasuka;19/06/2020;Pergerakan Tanah;1;;;;
2020;Singajaya;Singajaya;19/06/2020;Tanah Longsor;1;;;;
2020;Singajaya;Ciundian;19/06/2020;Tanah Longsor;1;;;;
2020;Banjarwangi;Bojong;01/07/2020;Pergerakan Tanah;1;84;;;
2020;Banjarwangi;Bojong;01/07/2020;Pergerakan Tanah;1;39;;;
2020;Banjarwangi;Bojong;01/07/2020;Pergerakan Tanah;1;;;;
2020;Banjarwangi;Bojong;01/07/2020;Tanah Longsor;1;;;;
2020;Banjarwangi;Bojong;01/07/2020;Tanah Longsor;1;;;;
2020;Pamulihan;Garumukti;11/08/2020;Kebakaran Rumah;1;;;;
2020;Cigedug;Barusuda;13/08/2020;Kebakaran Rumah;1;4;1;;
2020;Sukawening;Mekarwangi;16/08/2020;Kebakaran Rumah;1;4;1;;
2020;Malangbong;Cilampuyang;18/08/2020;Kebakaran Rumah;1;;;;
2020;Bayongbong;Mulyasari;22/08/2020;Kebakaran Rumah;1;1;1;;
2020;Cisompet;Jatisari;23/08/2020;Kebakaran Rumah;1;;;;
2020;Pananjung;Tarogong Kaler;25/08/2020;Kebakaran Hutan;1;;;;
2020;Sucinajara;Tarogong Kaler;27/08/2020;Kebakaran Rumah;1;;;;
2020;Garut Kota;Kota Kulon;28/08/2020;Tanah Longsor;1;;;;
2020;Cisurupan;Kota Kulon;28/08/2020;Angin Puting Beliung;1;;;;
2020;Bayongbong;Sukamanah;30/08/2020;Kebakaran Rumah;1;3;1;;
2020;Kadungora;Sukamanah;02/09/2020;Pohon Tumbang;1;; ;;
2020;Banyuresmi;Sukaraja;24/09/2020;Kebakaran Hutan;1;;;;
2020;Kadungora;Mandalasari;24/09/2020;Kebakaran Hutan;1;;;;
2020;Cibatu;Kerta Jaya;28/09/2020;Angin Puting Beliung;1;;;;1
2020;Singajaya;Ciundian;03/10/2020;Tanah Longsor;1;;;;2
2020;Cihurip;Jayamukti;03/10/2020;Tanah Longsor;1;;;;
2020;Cihurip;Cihurip;05/10/2020;Angin Puting Beliung;1;0;0;0;0
2020;Pamengpeuk;Mancagahar;12/10/2020;Banjir;1;276;1;2;89
2020;Pamengpeuk;Sirnabakti;12/10/2020;Banjir;1;650;6;3;188
2020;Pamengpeuk;Pameungpeuk;12/10/2020;Banjir;1;960;3;9;305
2020;Pamengpeuk;Paas;12/10/2020;Banjir;1;741;5;7;172
2020;Pamengpeuk;Mandalakasih;12/10/2020;Banjir;1;1632;4;45;516
2020;Pamengpeuk;Jatimulya;12/10/2020;Banjir;1;218;2;;63
2020;Pamengpeuk;Bojong Kidul;12/10/2020;Banjir;1;143;;;49
2020;Pamengpeuk;Bojong Kaler;12/10/2020;Banjir;1;208;;1;61
2020;Pamengpeuk;Bojong Kidul;12/10/2020;Tanah Longsor;1;3;;1;
2020;Peundeuy;Peundeuy;12/10/2020;Tanah Longsor;1;19;3;2;3
2020;Peundeuy;Saribakti;12/10/2020;Tanah Longsor;1;24;1;3;2
2020;Peundeuy;Purwajaya;12/10/2020;Tanah Longsor;1;10;;;2
2020;Peundeuy;Sukanagara;12/10/2020;Tanah Longsor;1;23;1;2;2
2020;Peundeuy;Pangrumasan;12/10/2020;Tanah Longsor;1;3;;;1
2020;Cikelet;Pamalayan;12/10/2020;Banjir;1;653;;4;8
2020;Cikelet;Cikelet;12/10/2020;Banjir;1;580;;;
2020;Cikelet;Cigadog;12/10/2020;Banjir;1;71;;;
2020;Cikelet;Tipar;12/10/2020;Banjir;1;;;;
2020;Cikelet;Cijambe;12/10/2020;Banjir;1;97;;1;
2020;Cikelet;Ciroyom;12/10/2020;Banjir;1;;;;
2020;Cikelet;Cikelet;12/10/2020;Tanah Longsor;1;164;;;
2020;Cikelet;Linggamanik;12/10/2020;Tanah Longsor;1;99;5;;
2020;Cikelet;Pamalayan;12/10/2020;Tanah Longsor;1;9;;;
2020;Cikelet;Cijambe;12/10/2020;Tanah Longsor;1;;3;1;
2020;Cikelet;Karangsari;12/10/2020;Tanah Longsor;1;3;;;
2020;Cikelet;Cikelet;12/10/2020;Pergerakan Tanah;1;116;;;
2020;Cisompet;Cikondang;12/10/2020;Tanah Longsor;1;284;6;;78
2020;Cisompet;Neglasari;12/10/2020;Tanah Longsor;1;36;;;
2020;Cisompet;Sukanegara;12/10/2020;Tanah Longsor;1;711;32;1;
2020;Cisompet;Sindangsari;12/10/2020;Tanah Longsor;1;33;;;
2020;Cisompet;Depok;12/10/2020;Tanah Longsor;1;1133;1;;1
2020;Cisompet;Cisompet;12/10/2020;Tanah Longsor;1;77;1;;
2020;Cisompet;Sukamukti;12/10/2020;Tanah Longsor;1;112;;;5
2020;Cisompet;Cihaurkuning;12/10/2020;Tanah Longsor;1;704;;;
2020;Cisompet;Jatisari;12/10/2020;Tanah Longsor;1;44;;;2
2020;Cisompet;Panyindangan;12/10/2020;Tanah Longsor;1;311;;;5
2020;Cibalong;Karyamukti;12/10/2020;Banjir;1;431;;2;3
2020;Cibalong;Karyasari;12/10/2020;Banjir;1;215;7;;56
2020;Cibalong;Najaten;12/10/2020;Banjir;1;;;;
2020;Cibalong;Mekarwangi;12/10/2020;Banjir;1;323;;;
2020;Cibalong;Mekarsari;12/10/2020;Banjir;1;430;16;;32
2020;Cibalong;Sagara;12/10/2020;Banjir;1;372;;;
2020;Cibalong;Maroko;12/10/2020;Banjir;1;;;2;
2020;Cibalong;Mekarmukti;12/10/2020;Banjir;1;150;6;1;17
2020;Cibalong;Maroko;12/10/2020;Tanah Longsor;1;78;2;20;
2020;Cibalong;Cigaronggong;12/10/2020;Pergerakan Tanah;1;;;;
2020;Banjarwangi;Banjarwangi;14/10/2020;Pergerakan Tanah;1;127;;19;
2020;Cilawu;Karyamekar;15/10/2020;Tanah Longsor;1;;;;
2020;Banjarwangi;Talagasari;17/10/2020;Tanah Longsor;1;;;;
2020;Malangbong;Sakawayana;18/10/2020;Kebakaran Rumah;1;25;5;;
2020;Cikelet;Linggamanik;20/10/2020;Tanah Longsor;1;;;;
2020;Talegong;Selaawi;24/10/2020;Tanah Longsor;1;;;;
2020;Cikajang;Selaawi;24/10/2020;Tanah Longsor;1;;;;
2020;Sucinaraja;Tegal Panjang;25/10/2020;Gempa;1;;;;1
2020;Cibalong;Tegal Panjang;25/10/2020;Tanah Longsor;1;;;;
2020;Cibalong;Tegal Panjang;26/10/2020;Tanah Longsor;1;;;;
2020;Pamulihan;Pakenjeng;27/10/2020;Tanah Longsor;1;6;1;;
2020;Cibatu;Mekarsari;01/11/2020;Pohon Tumbang;1;;;;
2020;Selaawi;Cirapuhan;01/11/2020;Tanah Longsor;1;;;;
2020;Pamulihan;Garumukti;02/11/2020;Tanah Longsor;1;;;;
2020;Tarogong Kaler;Rancabango;04/11/2020;Pohon Tumbang;1;;;;
2020;Pameungpeuk;Pameungpeuk;13/11/2020;Tanah Longsor;1;;;;
2020;Pameungpeuk;Mancagahar;13/11/2020;Banjir;1;;;;
2020;Pameungpeuk;Jatimulya;13/11/2020;Banjir;1;;;;
2020;Cibalong;Karyamukti;13/11/2020;Banjir;1;198;;;
2020;Cikelet;Cikelet;13/11/2020;Tanah Longsor;1;;;;
2020;Cilawu;Karyamekar;13/11/2020;Tanah Longsor;1;;;;
2020;Pakenjeng;Tegalgede;22/11/2020;Tanah Longsor;1;8;1;;
2020;Karangpawitan;Tanjungsari;22/11/2020;Pohon Tumbang;1;54;;;17
2020;Pamulihan;Garumukti;23/11/2020;Tanah Longsor;1;;;;
2020;Cilawu;Mekarsari;24/11/2020;Tanah Longsor;1;;;;
2020;Banjarwangi ;Dangiang ;01/12/2020;Rumah Roboh;1;5;;2;
2020;Pamulihan;Garumukti ;01/12/2020;Tanah Longsor;1;;;;
2020;Talegong;Sukamulya ;01/12/2020;Tanah Longsor;1;24;;;
2020;Talegong;Sukamulya ;03/12/2020;Tanah Longsor;1;;12;;2
2020;Cisewu ;Cisewu ;04/12/2020;Tanah Longsor;1;;;;
2020;Singajaya;Pancasura ;07/12/2020;Tanah Longsor;1;;;;
2020;Cikelet;Girimukti;08/12/2020;Angin Puting Beliung;1;;;;
2020;Cikelet;Linggamanik;12/12/2020;Tanah Longsor;1;;;;
2020;Pamulihan;Pakenjeng;13/12/2020;Tanah Longsor;1;;;;
2020;Singajaya;Ciundian;14/12/2020;Tanah Longsor;1;;;;
2020;Bungbulang;Bojong;15/12/2020;Tanah Longsor;1;;;;
2020;Cilawu;Sukamaju;15/12/2020;Tanah Longsor;1;5;;;1
2020;Cikelet;Ciroyom;21/12/2020;Pergerakan Tanah;1;;18;;
2020;Cikelet;kertamukti;27/12/2020;Tanah Longsor;1;;;;
2020;Cikelet;kertamukti;27/12/2020;Pergerakan Tanah;1;;;;
2021;Cibiuk;Majasari - Lingkungpasi;01/01/2020;Tanah Longsor;1;;;;
2021;Garut Kota;Regol;03/01/2021;Rumah Roboh;1;7;;;
2021;Cisurupan;Sukawargi;05/01/2020;Banjir;1;;;;3
2021;Singajaya;Sukawangi;06/01/2020;Tanah Longsor;1;7;;;
2021;Banjarwangi;Tanjung Jaya;06/01/2020;Tanah Longsor;1;;;;
2021;Singajaya;Sukamulya;07/01/2020;Tanah Longsor;1;6;;1;
2021;Cikajang;Cipangramatan;07/01/2020;Tanah Longsor;1;;;;
2021;Singajaya;Karangagung;08/01/2020;Tanah Longsor;1;;;;
2021;Singajaya;Singajaya;08/01/2020;Banjir;1;;;;
2021;Banjarwangi-Singajaya;Dangiang-Girimukti;08/01/2021;Lainnya;1;;;;
2021;Singajaya;Mekartani;08/01/2021;Lainnya;1;;;;
2021;Talegong;Sukamulya;09/01/2020;Tanah Longsor;1;;;;
2021;Talegong;Sukamulya;09/01/2020;Tanah Longsor;1;;;;
2021;Talegong;Mekarmulya;09/01/2020;Tanah Longsor;1;192;;;
2021;Talegong;Selaawi;09/01/2020;Tanah Longsor;1;;;;
2021;Talegong;Sukalaksana;09/01/2020;Tanah Longsor;1;8;;1;
2021;Talegong;Mekarmukti;09/01/2020;Tanah Longsor;1;49;;;
2021;Cisewu;Nyalindung;09/01/2020;Tanah Longsor;1;399;;;
2021;Banjarwangi;Tanjung Jaya;09/01/2020;Tanah Longsor;1;7;;;
2021;Pasirwangi;Sarimukti;10/01/2020;Tanah Longsor;1;10;1;1;
2021;Kadungora;Karangtengah;11/01/2020;Banjir;1;;;;
2021;Pakenjeng;Jayamekar;11/01/2020;Tanah Longsor;1;;;;
2021;Kadungora;Rancasalak;11/01/2020;Tanah Longsor;1;;;;
2021;Cilawu;Karyamekar;13/01/2020;Tanah Longsor;1;12;;4;
2021;Wanaraja;Sukamenak;13/01/2020;Tanah Longsor;1;;;;
2021;Pamulihan;Pakenjeng;13/01/2020;Tanah Longsor;1;;;;
2021;Pamulihan;Pananjung;18/01/2020;Tanah Longsor;1;;;1;
2021;Pasirwangi;Sirnajaya;24/01/2020;Tanah Longsor;1;;;;
2021;Singajaya;Sukamulya;31/01/2020;Tanah Longsor;1;3;;;
2021;Banjarwangi;Bojong;31/01/2020;Tanah Longsor;1;3;;;
2021;Singajaya;Girimukti;08/02/2021;Tanah Longsor;1;65;1;7;5
2021;Kadungora;Gandamekar;08/02/2021;Tanah Longsor;1;;;;
2021;Singajaya;Ciudian;08/02/2021;Tanah Longsor;1;49;;2;1
2021;Singajaya;Sukawangi;08/02/2021;Tanah Longsor;1;24;;;1
2021;Singajaya;Sukamulya;08/02/2021;Tanah Longsor;1;59;;2;
2021;Singajaya;Pancasura;08/02/2021;Tanah Longsor;1;45;1;2;2
2021;Singajaya;Karangagung;08/02/2021;Tanah Longsor;1;;;;
2021;Banjarwangi;Dangiang;08/02/2021;Banjir;1;;;;
2021;Banjarwangi;Dangiang;08/02/2021;Tanah Longsor;1;42;;;
2021;Banjarwangi;Bojong;08/02/2021;Tanah Longsor;1;;;;
2021;Cilawu;Karyamekar;12/02/2021;Tanah Longsor;1;35;8;;
2021;Cisompet;Cihaurkuning;18/02/2021;Lainnya;1;;;;
2021;Cisompet;Panyindangan;18/02/2021;Lainnya;1;;;;
2021;Cisompet;Jatisari;18/02/2021;Lainnya;1;;;;
2021;Cisompet;Sukanagara;20/02/2021;Tanah Longsor;1;11;;;
2021;Leles;Cangkuang;03/03/2021;Lainnya;1;;;;
2021;Pameungpeuk;Mancagahar;15/03/2021;Tanah Longsor;1;;;;
2021;Garut Kota;Margawati;17/03/2021;Banjir;1;;;;
2021;Garut Kota;Ciwalen;17/03/2021;Banjir;1;;;;
2021;Garut Kota;Regol;18/03/2021;Banjir;1;;;;
2021;Garut Kota;Sukanegla;17/03/2021;Tanah Longsor;1;;;;
2021;Wanaraja;Sukamenak;19/03/2021;Tanah Longsor;1;13;;;
2021;Pasirwangi;Padamulya;22/03/2021;Tanah Longsor;1;4;;1;
2021;Pasirwangi;Pasirwangi;22/03/2021;Tanah Longsor;1;;;;
2021;Tarogong Kidul;Haurpanggung;22/03/2021;Lainnya;1;;;;
2021;Malangbong;Barudua;22/03/2021;Tanah Longsor;1;1;;;
2021;Sukaresmi;Sukajaya;22/03/2021;Tanah Longsor;1;35;;;
2021;Pasirwangi;Karyamekar;23/03/2021;Tanah Longsor;1;20;1;;
2021;Cibatu;Keresek;25/03/2021;Banjir;1;74;;;
2021;Sukawening;Sukasono;25/03/2021;Banjir;1;;;;
2021;Sukawening;Sukaluyu;25/03/2021;Banjir;1;;;;
2021;Sukawening;Mekarluyu;25/03/2021;Banjir;1;;1;;
2021;Sukawening;Sukahaji;25/03/2021;Banjir;1;;;;
2021;Kadungora;Rancasalak;25/03/2021;Tanah Longsor;1;;;;
2021;Cisewu;Sukajaya;25/03/2021;Tanah Longsor;1;;;;
2021;Banyuresmi;Binakarya;25/03/2021;Banjir ;1;;;;
2021;Garut Kota;Sukamentri;26/03/2021;Angin Puting Beliung;1;;;;2
2021;Tarogong Kidul;Kersamenak;29/03/2021;Kebakaran Gedung;1;;;;
2021;Talegong;Sukamulya;30/03/2021;Tanah Longsor;1;;;;
2021;Tarogong Kidul;Sukajaya;31/03/2021;Banjir;1;;;;
2021;Tarogong Kaler;Rancabango;31/03/2021;Banjir;1;59;;;
2021;Tarogong Kaler;Cimanganten;31/03/2021;Banjir;1;216;;;
2021;Tarogong Kaler;Sukawangi;31/03/2021;Tanah Longsor;1;;;;
2021;Tarogong Kaler;Sirnajaya;31/03/2021;Banjir;1;6;;;
2021;Tarogong Kaler;Sirnajaya;31/03/2021;Tanah Longsor;1;;;;
2021;Bayongbong;Sukasenang;01/04/2021;Tanah Longsor;1;71;;;
2021;Tarogong Kaler;Sukawangi;03/04/2021;Angin Puting Beliung;1;;;;
2021;Pasirwangi;Pasirwangi;03/04/2021;Angin Puting Beliung;1;3;;;1
2021;Garut Kota;Kota Wetan;15/04/2021;Banjir;1;175;;;
2021;Cikajang;Mekarjaya;16/04/2021;Tanah Longsor;1;4;;;
2021;Cilawu;Sukamaju;17/05/2021;Tanah Longsor;1;;;;
2021;Cilawu;Sukahati;24/05/2021;Tanah Longsor;1;;;;
2021;Pamulihan;Garumukti;29/05/2021;Banjir;1;7;;;
2021;Leuwigoong;Karanganyar;01/06/2021;Kebakaran Gedung dan Pemukiman;1;;;;
2021;Malangbong;Karangmulya;01/06/2021;Lainnya;1;;;;
2021;Banjarwangi;Wangunjaya, Tanggungjaya;01/06/2021;Tanah Longsor;1;;;;
2021;Bayongbong;Mekarsari;01/06/2021;Banjir;1;60;;;
2021;Pasirwangi;Karyamekar;01/06/2021;Tanah Longsor;1;7;1;;1
2021;Tarogong Kidul;Cibunar;02/06/2021;Tanah Longsor;1;;;;
2021;Cilawu;Sukamaju;15/06/2021;Tanah Longsor;1;;;;
2021;Leles;Leles;20/06/2021;Kebakaran Gedung dan Pemukiman;1;;;;
2021;Caringin;Sukarame;22/06/2021;Tanah Longsor;1;;;;
2021;Cigedug;Cintanagara;30/07/2021;Tanah Longsor;1;8;;;
2021;Bayongbong;Bayongbong;01/08/2021;Tanah Longsor;1;5;;;
2021;Cilawu;Sukamaju;04/08/2021;Tanah Longsor;1;8;;;
2021;Sukaresmi;Cintadamai;04/08/2021;Banjir;1;8;;;
2021;Pakenjeng;Jatiwangi;07/08/2021;Kebakaran Rumah;1;16;4;;
2021;Cigedug;Cintanagara;20/08/2021;Tanah Longsor;1;9;;;
2021;Kersamanah;Sukamerang;30/08/2021;KLB Keracunan Massal;1;61;;;
2021;Singajaya;Cigintung;30/08/2021;Tanah Longsor;1;;;;
2021;Karangtengah;Caringin;02/09/2021;Kebakaran Rumah;1;5;1;;
2021;Cibatu;Kertajaya;18/09/2021;Angin Puting Beliung;1;12;;1;
2021;Talegong;Sukamulya;25/09/2021;Tanah Longsor;1;;;;
2021;Cilawu;Karyamekar;26/09/2021;Tanah Longsor;1;;;;
2021;Cilawu;Karyamekar;26/09/2021;Tanah Longsor;1;4;;1;
2021;Samarang;Cintarasa;17/10/2021;Tanah Longsor;1;;;;
2021;Cilawu;Dawungsari;19/10/2021;Tanah Longsor;1;1;;;
2021;Malangbong;Cempaka;22/10/2021;Angin Puting Beliung;1;52;;12;
2021;Malangbong;Cisitu;22/10/2021;Angin Puting Beliung;1;4;;2;
2021;Malangbong;Sukamanah;22/10/2021;Angin Puting Beliung;1;5;;;1
2021;Malangbong;Sukamanah;25/10/2021;Tanah Longsor;1;;;;
2021;Pameungpeuk;Mandalakasih;27/10/2021;Banjir;1;124;;;
2021;Cisompet;Panyindangan;27/10/2021;Tanah Longsor;1;11;;;
2021;Cisompet;Jatisari;27/10/2021;Tanah Longsor;1;11;;;
2021;Cisompet;Margamulya;27/10/2021;Tanah Longsor;1;1;;;
2021;Cikelet;Cijambe;27/10/2021;Banjir;1;;;;
2021;Banjarwangi;Tanjungjaya;28/10/2021;Tanah Longsor;1;46;;;
2021;Tarogong Kidul;Sukagalih;31/10/2021;Banjir;1;;;;
2021;Tarogong Kidul;Sukagalih;31/10/2021;Banjir;1;;;;
2021;Tarogong Kidul;Sukagalih;31/10/2021;Tanah Longsor (TPT);1;;;;
2021;Tarogong Kaler;Cimanganten;31/10/2021;Banjir;1;5;;;
2021;Tarogong Kidul;Tarogong;31/10/2021;Banjir;2;6;;;
2021;Pakenjeng;Pasirlangu;31/10/2021;Tanah Longsor;1;;;;
2021;Cikelet;Linggamanik;31/10/2021;Tanah Longsor;1;;;;
2021;Cikelet;Girimukti;31/10/2021;Tanah Longsor;1;20;;;3
2021;Cikajang;Mekerjaya;31/10/2021;Tanah Longsor;1;;;;
